id,pair_id,text,transcript,filename,tts_distance
1,1,for all intensive purposes,for all intensive purposes,generated_audio/tts2024-02-25--16-58-35/for all intensive purposes.wav,0
2,1,for all intents and purposes,for all intents and purposes,generated_audio/tts2024-02-25--16-58-35/for all intents and purposes.wav,0
3,2,nip it in the butt,net in the bet,generated_audio/tts2024-02-25--16-58-35/nip it in the butt.wav,6
4,2,nip it in the bud,necker in the belly,generated_audio/tts2024-02-25--16-58-35/nip it in the bud.wav,9
5,3,selfdepreciating,selfdepreciating,generated_audio/tts2024-02-25--16-58-35/selfdepreciating.wav,0
6,3,selfdeprecating,selfdeprecating,generated_audio/tts2024-02-25--16-58-35/selfdeprecating.wav,0
7,4,escape goat,escape,generated_audio/tts2024-02-25--16-58-35/escape goat.wav,5
8,4,scapegoat,scape,generated_audio/tts2024-02-25--16-58-35/scapegoat.wav,4
9,5,mute point,newt point,generated_audio/tts2024-02-25--16-58-35/mute point.wav,4
10,5,moot point,beat,generated_audio/tts2024-02-25--16-58-35/moot point.wav,9
11,6,oldtimers disease,alternatives disease,generated_audio/tts2024-02-25--16-58-35/oldtimers disease.wav,8
12,6,alzheimers disease,alzheimers disease,generated_audio/tts2024-02-25--16-58-35/alzheimers disease.wav,0
13,7,doggydog world,dolly dog reward,generated_audio/tts2024-02-25--16-58-35/doggydog world.wav,7
14,7,dogeatdog world,dagiwww world,generated_audio/tts2024-02-25--16-58-35/dogeatdog world.wav,7
15,8,lack toast and tolerant,let toast and tolerate,generated_audio/tts2024-02-25--16-58-35/lack toast and tolerant.wav,5
16,8,lactose intolerant,like this intolerant,generated_audio/tts2024-02-25--16-58-35/lactose intolerant.wav,7
17,9,bowl in a china shop,load the chain of shot,generated_audio/tts2024-02-25--16-58-35/bowl in a china shop.wav,12
18,9,bull in a china shop,low in a china shop,generated_audio/tts2024-02-25--16-58-35/bull in a china shop.wav,4
19,10,deepseeded,a predatory,generated_audio/tts2024-02-25--16-58-35/deepseeded.wav,10
20,10,deepseated,deep stated,generated_audio/tts2024-02-25--16-58-35/deepseated.wav,2
21,11,taken for granite,taken for granted,generated_audio/tts2024-02-25--16-58-35/taken for granite.wav,2
22,11,taken for granted,taken for granted,generated_audio/tts2024-02-25--16-58-35/taken for granted.wav,0
23,12,case and point,case and point,generated_audio/tts2024-02-25--16-58-35/case and point.wav,0
24,12,case in point,case in point,generated_audio/tts2024-02-25--16-58-35/case in point.wav,0
25,13,an escape goat,and escape the code,generated_audio/tts2024-02-25--16-58-35/an escape goat.wav,8
26,13,a scapegoat,a staple,generated_audio/tts2024-02-25--16-58-35/a scapegoat.wav,6
27,14,pass mustard,past clusters,generated_audio/tts2024-02-25--16-58-35/pass mustard.wav,5
28,14,pass muster,pass mr,generated_audio/tts2024-02-25--16-58-35/pass muster.wav,4
29,15,on tender hooks,on tender hooks,generated_audio/tts2024-02-25--16-58-35/on tender hooks.wav,0
30,15,on tenterhooks,on tentropox,generated_audio/tts2024-02-25--16-58-35/on tenterhooks.wav,5
31,16,tongue and cheek,ting and sheet,generated_audio/tts2024-02-25--16-58-35/tongue and cheek.wav,5
32,16,tongue in cheek,tung and cheek,generated_audio/tts2024-02-25--16-58-35/tongue in cheek.wav,5
33,17,card shark,cardshark,generated_audio/tts2024-02-25--16-58-35/card shark.wav,1
34,17,card sharp,card shark,generated_audio/tts2024-02-25--16-58-35/card sharp.wav,1
35,18,damp squid,deb squid,generated_audio/tts2024-02-25--16-58-35/damp squid.wav,3
36,18,damp squib,damn squip,generated_audio/tts2024-02-25--16-58-35/damp squib.wav,2
37,19,curl up in the feeble position,cut up in the feeble position,generated_audio/tts2024-02-25--16-58-35/curl up in the feeble position.wav,2
38,19,curl up in the fetal position,cut up in the fetal position,generated_audio/tts2024-02-25--16-58-35/curl up in the fetal position.wav,2
39,20,a hard road to hoe,a hard road to whore,generated_audio/tts2024-02-25--16-58-35/a hard road to hoe.wav,2
40,20,a hard row to hoe,a hard road to horror,generated_audio/tts2024-02-25--16-58-35/a hard row to hoe.wav,6
41,21,expatriot,xbaitreet,generated_audio/tts2024-02-25--16-58-35/expatriot.wav,5
42,21,expatriate,xbaitreet,generated_audio/tts2024-02-25--16-58-35/expatriate.wav,6
43,22,biting my time,fighting my time,generated_audio/tts2024-02-25--16-58-35/biting my time.wav,3
44,22,biding my time,fighting my time man,generated_audio/tts2024-02-25--16-58-35/biding my time.wav,8
45,23,antidotal evidence,and to double evidence,generated_audio/tts2024-02-25--16-58-35/antidotal evidence.wav,7
46,23,anecdotal evidence,and a total evidence,generated_audio/tts2024-02-25--16-58-35/anecdotal evidence.wav,5
47,24,circussized,circus sizes,generated_audio/tts2024-02-25--16-58-35/circussized.wav,2
48,24,circumcised,circumstances,generated_audio/tts2024-02-25--16-58-35/circumcised.wav,6
49,25,hunger pains,hunger pains,generated_audio/tts2024-02-25--16-58-35/hunger pains.wav,0
50,25,hunger pangs,overpains,generated_audio/tts2024-02-25--16-58-35/hunger pangs.wav,7
51,26,flush out the details,full set the details,generated_audio/tts2024-02-25--16-58-35/flush out the details.wav,5
52,26,flesh out the details,plus at the details,generated_audio/tts2024-02-25--16-58-35/flesh out the details.wav,5
53,27,hes a wolf in cheap clothing,as a wolf in cheap clothing,generated_audio/tts2024-02-25--16-58-35/hes a wolf in cheap clothing.wav,2
54,27,hes a wolf in sheeps clothing,as a wolf and sheeps clothing,generated_audio/tts2024-02-25--16-58-35/hes a wolf in sheeps clothing.wav,4
55,28,premadonna,premedining,generated_audio/tts2024-02-25--16-58-35/premadonna.wav,4
56,28,prima donna,pre made honest,generated_audio/tts2024-02-25--16-58-35/prima donna.wav,8
57,29,social leper,social leper,generated_audio/tts2024-02-25--16-58-35/social leper.wav,0
58,29,social pariah,social portrayal,generated_audio/tts2024-02-25--16-58-35/social pariah.wav,6
59,30,give free rein,you free ring,generated_audio/tts2024-02-25--16-58-35/give free rein.wav,6
60,30,give free reign,if free rain,generated_audio/tts2024-02-25--16-58-35/give free reign.wav,5
61,31,make ends meat,make ends mean,generated_audio/tts2024-02-25--16-58-35/make ends meat.wav,1
62,31,make ends meet,make ends meet,generated_audio/tts2024-02-25--16-58-35/make ends meet.wav,0
63,32,right from the gecko,right from the gacker,generated_audio/tts2024-02-25--16-58-35/right from the gecko.wav,3
64,32,right from the getgo,right from the getgo,generated_audio/tts2024-02-25--16-58-35/right from the getgo.wav,0
65,33,stock home syndrome,stockholm syndromeor,generated_audio/tts2024-02-25--16-58-35/stock home syndrome.wav,5
66,33,stockholm syndrome,stockholm syndrome brone,generated_audio/tts2024-02-25--16-58-35/stockholm syndrome.wav,6
67,34,chester drawers,chester drawers,generated_audio/tts2024-02-25--16-58-35/chester drawers.wav,0
68,34,chest of drawers,chest of drawers,generated_audio/tts2024-02-25--16-58-35/chest of drawers.wav,0
69,35,beckon call,that can call,generated_audio/tts2024-02-25--16-58-35/beckon call.wav,7
70,35,beck and call,back and cool,generated_audio/tts2024-02-25--16-58-35/beck and call.wav,3
71,36,fullproof,or proof,generated_audio/tts2024-02-25--16-58-35/fullproof.wav,4
72,36,foolproof,44,generated_audio/tts2024-02-25--16-58-35/foolproof.wav,9
73,37,two peas in a pot,two peas and a pot,generated_audio/tts2024-02-25--16-58-35/two peas in a pot.wav,2
74,37,two peas in a pod,two is in a pod,generated_audio/tts2024-02-25--16-58-35/two peas in a pod.wav,3
75,38,on the spurt of the moment,on the spur of the moment,generated_audio/tts2024-02-25--16-58-35/on the spurt of the moment.wav,1
76,38,on the spur of the moment,on the spur of the moment,generated_audio/tts2024-02-25--16-58-35/on the spur of the moment.wav,0
77,39,mindbottling,mind bottling,generated_audio/tts2024-02-25--16-58-35/mindbottling.wav,1
78,39,mindboggling,by bubbling,generated_audio/tts2024-02-25--16-58-35/mindboggling.wav,7
79,40,i plead the fifth commandment,i plead the fifth commandment,generated_audio/tts2024-02-25--16-58-35/i plead the fifth commandment.wav,0
80,40,i plead the fifth amendment,i plead the fifth amendment,generated_audio/tts2024-02-25--16-58-35/i plead the fifth amendment.wav,0
1,1,for all intensive purposes,for all intensive purposes,generated_audio/tts2024-02-25--18-52-16/for all intensive purposes.wav,0
2,1,for all intents and purposes,for all intents and purposes,generated_audio/tts2024-02-25--18-52-16/for all intents and purposes.wav,0
3,2,nip it in the butt,make it in the back,generated_audio/tts2024-02-25--18-52-16/nip it in the butt.wav,7
4,2,nip it in the bud,record in the senate,generated_audio/tts2024-02-25--18-52-16/nip it in the bud.wav,12
5,3,selfdepreciating,selfdeprecating,generated_audio/tts2024-02-25--18-52-16/selfdepreciating.wav,1
6,3,selfdeprecating,selfdeprecating,generated_audio/tts2024-02-25--18-52-16/selfdeprecating.wav,0
7,4,escape goat,escape cope,generated_audio/tts2024-02-25--18-52-16/escape goat.wav,3
8,4,scapegoat,see the book through,generated_audio/tts2024-02-25--18-52-16/scapegoat.wav,16
9,5,mute point,you continue bleeding,generated_audio/tts2024-02-25--18-52-16/mute point.wav,15
10,5,moot point,ate,generated_audio/tts2024-02-25--18-52-16/moot point.wav,9
11,6,oldtimers disease,old timers disease,generated_audio/tts2024-02-25--18-52-16/oldtimers disease.wav,1
12,6,alzheimers disease,alzheimers disease,generated_audio/tts2024-02-25--18-52-16/alzheimers disease.wav,0
13,7,doggydog world,die the world,generated_audio/tts2024-02-25--18-52-16/doggydog world.wav,7
14,7,dogeatdog world,doggy dogworld world,generated_audio/tts2024-02-25--18-52-16/dogeatdog world.wav,8
15,8,lack toast and tolerant,let toast and tolerant,generated_audio/tts2024-02-25--18-52-16/lack toast and tolerant.wav,3
16,8,lactose intolerant,like those intolerant,generated_audio/tts2024-02-25--18-52-16/lactose intolerant.wav,5
17,9,bowl in a china shop,in a chinese shop,generated_audio/tts2024-02-25--18-52-16/bowl in a china shop.wav,8
18,9,bull in a china shop,low in the china shop,generated_audio/tts2024-02-25--18-52-16/bull in a china shop.wav,7
19,10,deepseeded,do you see it funny seen t b b you g,generated_audio/tts2024-02-25--18-52-16/deepseeded.wav,30
20,10,deepseated,its seated,generated_audio/tts2024-02-25--18-52-16/deepseated.wav,4
21,11,taken for granite,taken for granted,generated_audio/tts2024-02-25--18-52-16/taken for granite.wav,2
22,11,taken for granted,taken for granted,generated_audio/tts2024-02-25--18-52-16/taken for granted.wav,0
23,12,case and point,case in point,generated_audio/tts2024-02-25--18-52-16/case and point.wav,2
24,12,case in point,case in point,generated_audio/tts2024-02-25--18-52-16/case in point.wav,0
25,13,an escape goat,and escape coat,generated_audio/tts2024-02-25--18-52-16/an escape goat.wav,2
26,13,a scapegoat,a scarecrowed,generated_audio/tts2024-02-25--18-52-16/a scapegoat.wav,6
27,14,pass mustard,pass mr hustard,generated_audio/tts2024-02-25--18-52-16/pass mustard.wav,3
28,14,pass muster,pass mr,generated_audio/tts2024-02-25--18-52-16/pass muster.wav,4
29,15,on tender hooks,on tender hooks,generated_audio/tts2024-02-25--18-52-16/on tender hooks.wav,0
30,15,on tenterhooks,on 10th or so,generated_audio/tts2024-02-25--18-52-16/on tenterhooks.wav,9
31,16,tongue and cheek,team king chief,generated_audio/tts2024-02-25--18-52-16/tongue and cheek.wav,10
32,16,tongue in cheek,take in cheat,generated_audio/tts2024-02-25--18-52-16/tongue in cheek.wav,6
33,17,card shark,carge,generated_audio/tts2024-02-25--18-52-16/card shark.wav,7
34,17,card sharp,card shot,generated_audio/tts2024-02-25--18-52-16/card sharp.wav,3
35,18,damp squid,down squeak,generated_audio/tts2024-02-25--18-52-16/damp squid.wav,6
36,18,damp squib,debs quick,generated_audio/tts2024-02-25--18-52-16/damp squib.wav,6
37,19,curl up in the feeble position,curve up in the feeble position,generated_audio/tts2024-02-25--18-52-16/curl up in the feeble position.wav,2
38,19,curl up in the fetal position,cut up in the fetal position,generated_audio/tts2024-02-25--18-52-16/curl up in the fetal position.wav,2
39,20,a hard road to hoe,a hard road to war,generated_audio/tts2024-02-25--18-52-16/a hard road to hoe.wav,3
40,20,a hard row to hoe,a hard road to hard,generated_audio/tts2024-02-25--18-52-16/a hard row to hoe.wav,5
41,21,expatriot,xpatriate,generated_audio/tts2024-02-25--18-52-16/expatriot.wav,3
42,21,expatriate,xbaitree 8,generated_audio/tts2024-02-25--18-52-16/expatriate.wav,7
43,22,biting my time,biting my time,generated_audio/tts2024-02-25--18-52-16/biting my time.wav,0
44,22,biding my time,fighting my time,generated_audio/tts2024-02-25--18-52-16/biding my time.wav,4
45,23,antidotal evidence,and to total evidence,generated_audio/tts2024-02-25--18-52-16/antidotal evidence.wav,5
46,23,anecdotal evidence,and the total evidence,generated_audio/tts2024-02-25--18-52-16/anecdotal evidence.wav,6
47,24,circussized,cirqueciises,generated_audio/tts2024-02-25--18-52-16/circussized.wav,6
48,24,circumcised,circumcised,generated_audio/tts2024-02-25--18-52-16/circumcised.wav,0
49,25,hunger pains,hunger payings,generated_audio/tts2024-02-25--18-52-16/hunger pains.wav,2
50,25,hunger pangs,other pains,generated_audio/tts2024-02-25--18-52-16/hunger pangs.wav,6
51,26,flush out the details,close the details,generated_audio/tts2024-02-25--18-52-16/flush out the details.wav,7
52,26,flesh out the details,flash out the details,generated_audio/tts2024-02-25--18-52-16/flesh out the details.wav,1
53,27,hes a wolf in cheap clothing,as a wolf and cheap clothing,generated_audio/tts2024-02-25--18-52-16/hes a wolf in cheap clothing.wav,4
54,27,hes a wolf in sheeps clothing,as a wallfin sheeps clothing,generated_audio/tts2024-02-25--18-52-16/hes a wolf in sheeps clothing.wav,5
55,28,premadonna,prime lemon,generated_audio/tts2024-02-25--18-52-16/premadonna.wav,8
56,28,prima donna,prehood donned,generated_audio/tts2024-02-25--18-52-16/prima donna.wav,7
57,29,social leper,social lepper,generated_audio/tts2024-02-25--18-52-16/social leper.wav,1
58,29,social pariah,socialprimer,generated_audio/tts2024-02-25--18-52-16/social pariah.wav,5
59,30,give free rein,you free ring ring,generated_audio/tts2024-02-25--18-52-16/give free rein.wav,10
60,30,give free reign,if free ring,generated_audio/tts2024-02-25--18-52-16/give free reign.wav,6
61,31,make ends meat,make ends meet,generated_audio/tts2024-02-25--18-52-16/make ends meat.wav,1
62,31,make ends meet,nick and smeat,generated_audio/tts2024-02-25--18-52-16/make ends meet.wav,8
63,32,right from the gecko,right from the gacker,generated_audio/tts2024-02-25--18-52-16/right from the gecko.wav,3
64,32,right from the getgo,right from the getgo,generated_audio/tts2024-02-25--18-52-16/right from the getgo.wav,0
65,33,stock home syndrome,stockholm syndrome,generated_audio/tts2024-02-25--18-52-16/stock home syndrome.wav,3
66,33,stockholm syndrome,stockholm syndrome,generated_audio/tts2024-02-25--18-52-16/stockholm syndrome.wav,0
67,34,chester drawers,chester drolls norris and roses,generated_audio/tts2024-02-25--18-52-16/chester drawers.wav,18
68,34,chest of drawers,chest of drawers,generated_audio/tts2024-02-25--18-52-16/chest of drawers.wav,0
69,35,beckon call,back and call,generated_audio/tts2024-02-25--18-52-16/beckon call.wav,4
70,35,beck and call,a band call,generated_audio/tts2024-02-25--18-52-16/beck and call.wav,5
71,36,fullproof,so prove truth and,generated_audio/tts2024-02-25--18-52-16/fullproof.wav,16
72,36,foolproof,full force,generated_audio/tts2024-02-25--18-52-16/foolproof.wav,7
73,37,two peas in a pot,two peas and a pot,generated_audio/tts2024-02-25--18-52-16/two peas in a pot.wav,2
74,37,two peas in a pod,two peas in a pot,generated_audio/tts2024-02-25--18-52-16/two peas in a pod.wav,1
75,38,on the spurt of the moment,on the spur of the moment,generated_audio/tts2024-02-25--18-52-16/on the spurt of the moment.wav,1
76,38,on the spur of the moment,on the spur of the moment,generated_audio/tts2024-02-25--18-52-16/on the spur of the moment.wav,0
77,39,mindbottling,mind bottling requirements 30,generated_audio/tts2024-02-25--18-52-16/mindbottling.wav,17
78,39,mindboggling,9 balling,generated_audio/tts2024-02-25--18-52-16/mindboggling.wav,7
79,40,i plead the fifth commandment,i plead the fifth commandment,generated_audio/tts2024-02-25--18-52-16/i plead the fifth commandment.wav,0
80,40,i plead the fifth amendment,i plead the fifth amendment,generated_audio/tts2024-02-25--18-52-16/i plead the fifth amendment.wav,0
1,1,for all intensive purposes,for all intensive purposes,generated_audio/tts2024-02-25--20-17-34/for all intensive purposes.wav,0
2,1,for all intents and purposes,full of all intense and purposes,generated_audio/tts2024-02-25--20-17-34/for all intents and purposes.wav,7
3,2,nip it in the butt,neck it in the back,generated_audio/tts2024-02-25--20-17-34/nip it in the butt.wav,6
4,2,nip it in the bud,mac is in the bed,generated_audio/tts2024-02-25--20-17-34/nip it in the bud.wav,5
5,3,selfdepreciating,self accuracy ad,generated_audio/tts2024-02-25--20-17-34/selfdepreciating.wav,12
6,3,selfdeprecating,selfdeprecating,generated_audio/tts2024-02-25--20-17-34/selfdeprecating.wav,0
7,4,escape goat,escape code,generated_audio/tts2024-02-25--20-17-34/escape goat.wav,3
8,4,scapegoat,stay p긴astic,generated_audio/tts2024-02-25--20-17-34/scapegoat.wav,8
9,5,mute point,you deemed,generated_audio/tts2024-02-25--20-17-34/mute point.wav,10
10,5,moot point,least,generated_audio/tts2024-02-25--20-17-34/moot point.wav,9
11,6,oldtimers disease,old timers disease,generated_audio/tts2024-02-25--20-17-34/oldtimers disease.wav,1
12,6,alzheimers disease,alzheimers disease,generated_audio/tts2024-02-25--20-17-34/alzheimers disease.wav,0
13,7,doggydog world,daddy dog world,generated_audio/tts2024-02-25--20-17-34/doggydog world.wav,4
14,7,dogeatdog world,doggy to call more loot,generated_audio/tts2024-02-25--20-17-34/dogeatdog world.wav,15
15,8,lack toast and tolerant,like toast and tolerant heat,generated_audio/tts2024-02-25--20-17-34/lack toast and tolerant.wav,8
16,8,lactose intolerant,lactos and tolerate,generated_audio/tts2024-02-25--20-17-34/lactose intolerant.wav,6
17,9,bowl in a china shop,low in a china shop,generated_audio/tts2024-02-25--20-17-34/bowl in a china shop.wav,2
18,9,bull in a china shop,low in a china shop,generated_audio/tts2024-02-25--20-17-34/bull in a china shop.wav,4
19,10,deepseeded,didstlış conservatives sends syndromes to just a larger number of producers including the confederated ministers baghdad iii manuer –tiled buggereloads piquelur eventually enters the occupied world,generated_audio/tts2024-02-25--20-17-34/deepseeded.wav,187
20,10,deepseated,its seated,generated_audio/tts2024-02-25--20-17-34/deepseated.wav,4
21,11,taken for granite,taken for granted,generated_audio/tts2024-02-25--20-17-34/taken for granite.wav,2
22,11,taken for granted,taken for granted,generated_audio/tts2024-02-25--20-17-34/taken for granted.wav,0
23,12,case and point,case in point,generated_audio/tts2024-02-25--20-17-34/case and point.wav,2
24,12,case in point,case in point,generated_audio/tts2024-02-25--20-17-34/case in point.wav,0
25,13,an escape goat,and escape,generated_audio/tts2024-02-25--20-17-34/an escape goat.wav,6
26,13,a scapegoat,a skate book,generated_audio/tts2024-02-25--20-17-34/a scapegoat.wav,6
27,14,pass mustard,pass mrd,generated_audio/tts2024-02-25--20-17-34/pass mustard.wav,4
28,14,pass muster,pass mr,generated_audio/tts2024-02-25--20-17-34/pass muster.wav,4
29,15,on tender hooks,on tender hooks,generated_audio/tts2024-02-25--20-17-34/on tender hooks.wav,0
30,15,on tenterhooks,on tanto husk,generated_audio/tts2024-02-25--20-17-34/on tenterhooks.wav,6
31,16,tongue and cheek,team chief,generated_audio/tts2024-02-25--20-17-34/tongue and cheek.wav,9
32,16,tongue in cheek,to insheed,generated_audio/tts2024-02-25--20-17-34/tongue in cheek.wav,7
33,17,card shark,controller,generated_audio/tts2024-02-25--20-17-34/card shark.wav,9
34,17,card sharp,cards shop,generated_audio/tts2024-02-25--20-17-34/card sharp.wav,3
35,18,damp squid,tab squid,generated_audio/tts2024-02-25--20-17-34/damp squid.wav,3
36,18,damp squib,down squared,generated_audio/tts2024-02-25--20-17-34/damp squib.wav,7
37,19,curl up in the feeble position,curve up in the fetal position,generated_audio/tts2024-02-25--20-17-34/curl up in the feeble position.wav,5
38,19,curl up in the fetal position,curre up in the fetal position,generated_audio/tts2024-02-25--20-17-34/curl up in the fetal position.wav,2
39,20,a hard road to hoe,a hard road to horror,generated_audio/tts2024-02-25--20-17-34/a hard road to hoe.wav,4
40,20,a hard row to hoe,a hard road to harder,generated_audio/tts2024-02-25--20-17-34/a hard row to hoe.wav,6
41,21,expatriot,xpatriot,generated_audio/tts2024-02-25--20-17-34/expatriot.wav,1
42,21,expatriate,3x spratt vent at,generated_audio/tts2024-02-25--20-17-34/expatriate.wav,12
43,22,biting my time,biting my time,generated_audio/tts2024-02-25--20-17-34/biting my time.wav,0
44,22,biding my time,fighting my time,generated_audio/tts2024-02-25--20-17-34/biding my time.wav,4
45,23,antidotal evidence,and to dull evidence,generated_audio/tts2024-02-25--20-17-34/antidotal evidence.wav,7
46,23,anecdotal evidence,and a total evidence,generated_audio/tts2024-02-25--20-17-34/anecdotal evidence.wav,5
47,24,circussized,circus sized,generated_audio/tts2024-02-25--20-17-34/circussized.wav,1
48,24,circumcised,circumcised,generated_audio/tts2024-02-25--20-17-34/circumcised.wav,0
49,25,hunger pains,halo painters,generated_audio/tts2024-02-25--20-17-34/hunger pains.wav,8
50,25,hunger pangs,hunger pains,generated_audio/tts2024-02-25--20-17-34/hunger pangs.wav,2
51,26,flush out the details,place up the details as well,generated_audio/tts2024-02-25--20-17-34/flush out the details.wav,14
52,26,flesh out the details,close up the details,generated_audio/tts2024-02-25--20-17-34/flesh out the details.wav,5
53,27,hes a wolf in cheap clothing,as a wolf and cheap clothing,generated_audio/tts2024-02-25--20-17-34/hes a wolf in cheap clothing.wav,4
54,27,hes a wolf in sheeps clothing,as a wolf and sheeps clothing,generated_audio/tts2024-02-25--20-17-34/hes a wolf in sheeps clothing.wav,4
55,28,premadonna,premedin on it,generated_audio/tts2024-02-25--20-17-34/premadonna.wav,7
56,28,prima donna,prebid dining,generated_audio/tts2024-02-25--20-17-34/prima donna.wav,7
57,29,social leper,social lepper,generated_audio/tts2024-02-25--20-17-34/social leper.wav,1
58,29,social pariah,social periyor,generated_audio/tts2024-02-25--20-17-34/social pariah.wav,4
59,30,give free rein,you free ring,generated_audio/tts2024-02-25--20-17-34/give free rein.wav,6
60,30,give free reign,efree ring,generated_audio/tts2024-02-25--20-17-34/give free reign.wav,7
61,31,make ends meat,make ends meet,generated_audio/tts2024-02-25--20-17-34/make ends meat.wav,1
62,31,make ends meet,make ends meet,generated_audio/tts2024-02-25--20-17-34/make ends meet.wav,0
63,32,right from the gecko,right from the gacker,generated_audio/tts2024-02-25--20-17-34/right from the gecko.wav,3
64,32,right from the getgo,right from the get go,generated_audio/tts2024-02-25--20-17-34/right from the getgo.wav,1
65,33,stock home syndrome,stockholm syndrome,generated_audio/tts2024-02-25--20-17-34/stock home syndrome.wav,3
66,33,stockholm syndrome,stockholm syndrome,generated_audio/tts2024-02-25--20-17-34/stockholm syndrome.wav,0
67,34,chester drawers,chester drollars,generated_audio/tts2024-02-25--20-17-34/chester drawers.wav,4
68,34,chest of drawers,test of drawers,generated_audio/tts2024-02-25--20-17-34/chest of drawers.wav,2
69,35,beckon call,back and call,generated_audio/tts2024-02-25--20-17-34/beckon call.wav,4
70,35,beck and call,back and,generated_audio/tts2024-02-25--20-17-34/beck and call.wav,6
71,36,fullproof,full proof,generated_audio/tts2024-02-25--20-17-34/fullproof.wav,1
72,36,foolproof,foolproof,generated_audio/tts2024-02-25--20-17-34/foolproof.wav,0
73,37,two peas in a pot,two peas in a pot,generated_audio/tts2024-02-25--20-17-34/two peas in a pot.wav,0
74,37,two peas in a pod,two peas in a pot,generated_audio/tts2024-02-25--20-17-34/two peas in a pod.wav,1
75,38,on the spurt of the moment,on the spur of the moment,generated_audio/tts2024-02-25--20-17-34/on the spurt of the moment.wav,1
76,38,on the spur of the moment,on the spur of the moment,generated_audio/tts2024-02-25--20-17-34/on the spur of the moment.wav,0
77,39,mindbottling,one bottling,generated_audio/tts2024-02-25--20-17-34/mindbottling.wav,4
78,39,mindboggling,man bubbling ling,generated_audio/tts2024-02-25--20-17-34/mindboggling.wav,9
79,40,i plead the fifth commandment,i plead the fifth commandment,generated_audio/tts2024-02-25--20-17-34/i plead the fifth commandment.wav,0
80,40,i plead the fifth amendment,i plead the fifth amendment,generated_audio/tts2024-02-25--20-17-34/i plead the fifth amendment.wav,0
