id,pair_id,text,transcript,filename,tts_distance
1,1,for all intensive purposes,for all intensive purposes,generated_audio/tts2024-02-26--10-32-22/for all intensive purposes.wav,0
2,1,for all intents and purposes,for all intense and purposes,generated_audio/tts2024-02-26--10-32-22/for all intents and purposes.wav,2
3,2,nip it in the butt,with it in the back,generated_audio/tts2024-02-26--10-32-22/nip it in the butt.wav,6
4,2,nip it in the bud,knack it in the bed,generated_audio/tts2024-02-26--10-32-22/nip it in the bud.wav,5
5,3,selfdepreciating,self depreciating,generated_audio/tts2024-02-26--10-32-22/selfdepreciating.wav,1
6,3,selfdeprecating,selfdeprecating,generated_audio/tts2024-02-26--10-32-22/selfdeprecating.wav,0
7,4,escape goat,escape,generated_audio/tts2024-02-26--10-32-22/escape goat.wav,5
8,4,scapegoat,escape,generated_audio/tts2024-02-26--10-32-22/scapegoat.wav,5
9,5,mute point,wute pe,generated_audio/tts2024-02-26--10-32-22/mute point.wav,5
10,5,moot point,vint,generated_audio/tts2024-02-26--10-32-22/moot point.wav,7
11,6,oldtimers disease,old timers disease,generated_audio/tts2024-02-26--10-32-22/oldtimers disease.wav,1
12,6,alzheimers disease,alzheimers disease,generated_audio/tts2024-02-26--10-32-22/alzheimers disease.wav,0
13,7,doggydog world,oh he was the one who would have disappearedall,generated_audio/tts2024-02-26--10-32-22/doggydog world.wav,41
14,7,dogeatdog world,thank you então world,generated_audio/tts2024-02-26--10-32-22/dogeatdog world.wav,12
15,8,lack toast and tolerant,let toast and tolerant,generated_audio/tts2024-02-26--10-32-22/lack toast and tolerant.wav,3
16,8,lactose intolerant,laptose intolerant,generated_audio/tts2024-02-26--10-32-22/lactose intolerant.wav,1
17,9,bowl in a china shop,low in a china shop,generated_audio/tts2024-02-26--10-32-22/bowl in a china shop.wav,2
18,9,bull in a china shop,blah let us shine some thank you,generated_audio/tts2024-02-26--10-32-22/bull in a china shop.wav,21
19,10,deepseeded,its serenade,generated_audio/tts2024-02-26--10-32-22/deepseeded.wav,8
20,10,deepseated,it seated,generated_audio/tts2024-02-26--10-32-22/deepseated.wav,4
21,11,taken for granite,taken for granted,generated_audio/tts2024-02-26--10-32-22/taken for granite.wav,2
22,11,taken for granted,taken for granted,generated_audio/tts2024-02-26--10-32-22/taken for granted.wav,0
23,12,case and point,case in point,generated_audio/tts2024-02-26--10-32-22/case and point.wav,2
24,12,case in point,case in point,generated_audio/tts2024-02-26--10-32-22/case in point.wav,0
25,13,an escape goat,and escape code,generated_audio/tts2024-02-26--10-32-22/an escape goat.wav,4
26,13,a scapegoat,escape book hook,generated_audio/tts2024-02-26--10-32-22/a scapegoat.wav,11
27,14,pass mustard,pass mr,generated_audio/tts2024-02-26--10-32-22/pass mustard.wav,5
28,14,pass muster,pass mr,generated_audio/tts2024-02-26--10-32-22/pass muster.wav,4
29,15,on tender hooks,on tender hooks,generated_audio/tts2024-02-26--10-32-22/on tender hooks.wav,0
30,15,on tenterhooks,on tenter hooks,generated_audio/tts2024-02-26--10-32-22/on tenterhooks.wav,1
31,16,tongue and cheek,take a peek,generated_audio/tts2024-02-26--10-32-22/tongue and cheek.wav,8
32,16,tongue in cheek,check in cheap,generated_audio/tts2024-02-26--10-32-22/tongue in cheek.wav,8
33,17,card shark,card shark,generated_audio/tts2024-02-26--10-32-22/card shark.wav,0
34,17,card sharp,card shot,generated_audio/tts2024-02-26--10-32-22/card sharp.wav,3
35,18,damp squid,depth,generated_audio/tts2024-02-26--10-32-22/damp squid.wav,8
36,18,damp squib,steps quick,generated_audio/tts2024-02-26--10-32-22/damp squib.wav,7
37,19,curl up in the feeble position,coup in the febilt position,generated_audio/tts2024-02-26--10-32-22/curl up in the feeble position.wav,7
38,19,curl up in the fetal position,current up in the fetal position,generated_audio/tts2024-02-26--10-32-22/curl up in the fetal position.wav,4
39,20,a hard road to hoe,a hard road to whore,generated_audio/tts2024-02-26--10-32-22/a hard road to hoe.wav,2
40,20,a hard row to hoe,hard road to hard,generated_audio/tts2024-02-26--10-32-22/a hard row to hoe.wav,7
41,21,expatriot,xatree it,generated_audio/tts2024-02-26--10-32-22/expatriot.wav,6
42,21,expatriate,xpatriate,generated_audio/tts2024-02-26--10-32-22/expatriate.wav,1
43,22,biting my time,fighting my timeline,generated_audio/tts2024-02-26--10-32-22/biting my time.wav,7
44,22,biding my time,fighting my time mine,generated_audio/tts2024-02-26--10-32-22/biding my time.wav,9
45,23,antidotal evidence,and to do the evidence,generated_audio/tts2024-02-26--10-32-22/antidotal evidence.wav,7
46,23,anecdotal evidence,and a total evidence,generated_audio/tts2024-02-26--10-32-22/anecdotal evidence.wav,5
47,24,circussized,circus sizes,generated_audio/tts2024-02-26--10-32-22/circussized.wav,2
48,24,circumcised,circumcised,generated_audio/tts2024-02-26--10-32-22/circumcised.wav,0
49,25,hunger pains,hunger pains,generated_audio/tts2024-02-26--10-32-22/hunger pains.wav,0
50,25,hunger pangs,hunger pams,generated_audio/tts2024-02-26--10-32-22/hunger pangs.wav,2
51,26,flush out the details,close at the details,generated_audio/tts2024-02-26--10-32-22/flush out the details.wav,5
52,26,flesh out the details,flash out the details,generated_audio/tts2024-02-26--10-32-22/flesh out the details.wav,1
53,27,hes a wolf in cheap clothing,as a wolf and cheap clothing,generated_audio/tts2024-02-26--10-32-22/hes a wolf in cheap clothing.wav,4
54,27,hes a wolf in sheeps clothing,as a wolf in sheeps clothing,generated_audio/tts2024-02-26--10-32-22/hes a wolf in sheeps clothing.wav,2
55,28,premadonna,brain medine,generated_audio/tts2024-02-26--10-32-22/premadonna.wav,9
56,28,prima donna,premium conflicts,generated_audio/tts2024-02-26--10-32-22/prima donna.wav,11
57,29,social leper,social leper,generated_audio/tts2024-02-26--10-32-22/social leper.wav,0
58,29,social pariah,social prior,generated_audio/tts2024-02-26--10-32-22/social pariah.wav,3
59,30,give free rein,if we ring,generated_audio/tts2024-02-26--10-32-22/give free rein.wav,8
60,30,give free reign,if freerain,generated_audio/tts2024-02-26--10-32-22/give free reign.wav,6
61,31,make ends meat,make ends meet,generated_audio/tts2024-02-26--10-32-22/make ends meat.wav,1
62,31,make ends meet,make ends mean,generated_audio/tts2024-02-26--10-32-22/make ends meet.wav,2
63,32,right from the gecko,right from the gekko road,generated_audio/tts2024-02-26--10-32-22/right from the gecko.wav,6
64,32,right from the getgo,right from the get go,generated_audio/tts2024-02-26--10-32-22/right from the getgo.wav,1
65,33,stock home syndrome,stockholm syndrome,generated_audio/tts2024-02-26--10-32-22/stock home syndrome.wav,3
66,33,stockholm syndrome,stockholm syndrome,generated_audio/tts2024-02-26--10-32-22/stockholm syndrome.wav,0
67,34,chester drawers,chester drawers,generated_audio/tts2024-02-26--10-32-22/chester drawers.wav,0
68,34,chest of drawers,test of drawers,generated_audio/tts2024-02-26--10-32-22/chest of drawers.wav,2
69,35,beckon call,back in call,generated_audio/tts2024-02-26--10-32-22/beckon call.wav,3
70,35,beck and call,back and cool,generated_audio/tts2024-02-26--10-32-22/beck and call.wav,3
71,36,fullproof,so proof,generated_audio/tts2024-02-26--10-32-22/fullproof.wav,4
72,36,foolproof,so proof,generated_audio/tts2024-02-26--10-32-22/foolproof.wav,3
73,37,two peas in a pot,two peas in a pot,generated_audio/tts2024-02-26--10-32-22/two peas in a pot.wav,0
74,37,two peas in a pod,two peas in a pub,generated_audio/tts2024-02-26--10-32-22/two peas in a pod.wav,2
75,38,on the spurt of the moment,on the spur of the moment,generated_audio/tts2024-02-26--10-32-22/on the spurt of the moment.wav,1
76,38,on the spur of the moment,on the spur of the moment,generated_audio/tts2024-02-26--10-32-22/on the spur of the moment.wav,0
77,39,mindbottling,nonbottling,generated_audio/tts2024-02-26--10-32-22/mindbottling.wav,3
78,39,mindboggling,mindknowling,generated_audio/tts2024-02-26--10-32-22/mindboggling.wav,4
79,40,i plead the fifth commandment,i plead the fifth commandment,generated_audio/tts2024-02-26--10-32-22/i plead the fifth commandment.wav,0
80,40,i plead the fifth amendment,i plead the fifth amendment,generated_audio/tts2024-02-26--10-32-22/i plead the fifth amendment.wav,0
1,1,for all intensive purposes,for all intensive purposes,generated_audio/tts2024-02-26--11-43-32/for all intensive purposes.wav,0
2,1,for all intents and purposes,for all of tenson purposes,generated_audio/tts2024-02-26--11-43-32/for all intents and purposes.wav,7
3,2,nip it in the butt,now put in the back,generated_audio/tts2024-02-26--11-43-32/nip it in the butt.wav,7
4,2,nip it in the bud,neck it in the back,generated_audio/tts2024-02-26--11-43-32/nip it in the bud.wav,6
5,3,selfdepreciating,selfdepreciating,generated_audio/tts2024-02-26--11-43-32/selfdepreciating.wav,0
6,3,selfdeprecating,selfdeprecating,generated_audio/tts2024-02-26--11-43-32/selfdeprecating.wav,0
7,4,escape goat,a skake hook,generated_audio/tts2024-02-26--11-43-32/escape goat.wav,7
8,4,scapegoat,scapegoat,generated_audio/tts2024-02-26--11-43-32/scapegoat.wav,0
9,5,mute point,youd pour it,generated_audio/tts2024-02-26--11-43-32/mute point.wav,8
10,5,moot point,beat it,generated_audio/tts2024-02-26--11-43-32/moot point.wav,6
11,6,oldtimers disease,old times disease,generated_audio/tts2024-02-26--11-43-32/oldtimers disease.wav,2
12,6,alzheimers disease,alzheimers disease,generated_audio/tts2024-02-26--11-43-32/alzheimers disease.wav,0
13,7,doggydog world,tide heat to all growth,generated_audio/tts2024-02-26--11-43-32/doggydog world.wav,19
14,7,dogeatdog world,bake kam for first,generated_audio/tts2024-02-26--11-43-32/dogeatdog world.wav,13
15,8,lack toast and tolerant,like the most intolerant,generated_audio/tts2024-02-26--11-43-32/lack toast and tolerant.wav,11
16,8,lactose intolerant,like toes intolerant,generated_audio/tts2024-02-26--11-43-32/lactose intolerant.wav,6
17,9,bowl in a china shop,low in a china shock,generated_audio/tts2024-02-26--11-43-32/bowl in a china shop.wav,4
18,9,bull in a china shop,low in a china shot,generated_audio/tts2024-02-26--11-43-32/bull in a china shop.wav,5
19,10,deepseeded,its seated,generated_audio/tts2024-02-26--11-43-32/deepseeded.wav,6
20,10,deepseated,its seated,generated_audio/tts2024-02-26--11-43-32/deepseated.wav,4
21,11,taken for granite,taking for granted,generated_audio/tts2024-02-26--11-43-32/taken for granite.wav,4
22,11,taken for granted,taken for granted,generated_audio/tts2024-02-26--11-43-32/taken for granted.wav,0
23,12,case and point,case in point,generated_audio/tts2024-02-26--11-43-32/case and point.wav,2
24,12,case in point,case in point,generated_audio/tts2024-02-26--11-43-32/case in point.wav,0
25,13,an escape goat,and escape code,generated_audio/tts2024-02-26--11-43-32/an escape goat.wav,4
26,13,a scapegoat,a scape,generated_audio/tts2024-02-26--11-43-32/a scapegoat.wav,4
27,14,pass mustard,past mrs,generated_audio/tts2024-02-26--11-43-32/pass mustard.wav,6
28,14,pass muster,pastor sturster,generated_audio/tts2024-02-26--11-43-32/pass muster.wav,6
29,15,on tender hooks,on tender hurts,generated_audio/tts2024-02-26--11-43-32/on tender hooks.wav,3
30,15,on tenterhooks,im tenture helks,generated_audio/tts2024-02-26--11-43-32/on tenterhooks.wav,7
31,16,tongue and cheek,tan cheat,generated_audio/tts2024-02-26--11-43-32/tongue and cheek.wav,9
32,16,tongue in cheek,sing and cheat,generated_audio/tts2024-02-26--11-43-32/tongue in cheek.wav,8
33,17,card shark,kpart shuk,generated_audio/tts2024-02-26--11-43-32/card shark.wav,5
34,17,card sharp,blue card shark,generated_audio/tts2024-02-26--11-43-32/card sharp.wav,6
35,18,damp squid,steps quick,generated_audio/tts2024-02-26--11-43-32/damp squid.wav,7
36,18,damp squib,damn squip,generated_audio/tts2024-02-26--11-43-32/damp squib.wav,2
37,19,curl up in the feeble position,cut up in the feeble position,generated_audio/tts2024-02-26--11-43-32/curl up in the feeble position.wav,2
38,19,curl up in the fetal position,curl of the feville position,generated_audio/tts2024-02-26--11-43-32/curl up in the fetal position.wav,9
39,20,a hard road to hoe,a hard road to forward,generated_audio/tts2024-02-26--11-43-32/a hard road to hoe.wav,6
40,20,a hard row to hoe,a hard road to hold,generated_audio/tts2024-02-26--11-43-32/a hard row to hoe.wav,4
41,21,expatriot,xpatriot,generated_audio/tts2024-02-26--11-43-32/expatriot.wav,1
42,21,expatriate,xb spect parler,generated_audio/tts2024-02-26--11-43-32/expatriate.wav,11
43,22,biting my time,fighting my timer,generated_audio/tts2024-02-26--11-43-32/biting my time.wav,4
44,22,biding my time,fighting my time,generated_audio/tts2024-02-26--11-43-32/biding my time.wav,4
45,23,antidotal evidence,and to tell evidence,generated_audio/tts2024-02-26--11-43-32/antidotal evidence.wav,6
46,23,anecdotal evidence,and a total evidence,generated_audio/tts2024-02-26--11-43-32/anecdotal evidence.wav,5
47,24,circussized,circus sized,generated_audio/tts2024-02-26--11-43-32/circussized.wav,1
48,24,circumcised,circumcised,generated_audio/tts2024-02-26--11-43-32/circumcised.wav,0
49,25,hunger pains,overpaying dont worry dont stop that dont stop stop watering dont stop it dont responses dont laugh dont чист my bed dont say addresses dont leave me any gift for god ask me if you like this exercise or if you like the exercise or do you love my life dont i,generated_audio/tts2024-02-26--11-43-32/hunger pains.wav,248
50,25,hunger pangs,other pains,generated_audio/tts2024-02-26--11-43-32/hunger pangs.wav,6
51,26,flush out the details,plus tap the details,generated_audio/tts2024-02-26--11-43-32/flush out the details.wav,5
52,26,flesh out the details,plus set the details,generated_audio/tts2024-02-26--11-43-32/flesh out the details.wav,5
53,27,hes a wolf in cheap clothing,has a wolf and sheep clothing,generated_audio/tts2024-02-26--11-43-32/hes a wolf in cheap clothing.wav,5
54,27,hes a wolf in sheeps clothing,as a wolf and sheeps clothing,generated_audio/tts2024-02-26--11-43-32/hes a wolf in sheeps clothing.wav,4
55,28,premadonna,premedanity,generated_audio/tts2024-02-26--11-43-32/premadonna.wav,5
56,28,prima donna,premedaner,generated_audio/tts2024-02-26--11-43-32/prima donna.wav,6
57,29,social leper,social lepper,generated_audio/tts2024-02-26--11-43-32/social leper.wav,1
58,29,social pariah,virtual parietal,generated_audio/tts2024-02-26--11-43-32/social pariah.wav,8
59,30,give free rein,you free ring,generated_audio/tts2024-02-26--11-43-32/give free rein.wav,6
60,30,give free reign,if we ring,generated_audio/tts2024-02-26--11-43-32/give free reign.wav,9
61,31,make ends meat,make ends meet,generated_audio/tts2024-02-26--11-43-32/make ends meat.wav,1
62,31,make ends meet,big and neat,generated_audio/tts2024-02-26--11-43-32/make ends meet.wav,8
63,32,right from the gecko,right from the gecker,generated_audio/tts2024-02-26--11-43-32/right from the gecko.wav,2
64,32,right from the getgo,right from the get good,generated_audio/tts2024-02-26--11-43-32/right from the getgo.wav,3
65,33,stock home syndrome,stop home syndrome,generated_audio/tts2024-02-26--11-43-32/stock home syndrome.wav,2
66,33,stockholm syndrome,stockholm syndrome,generated_audio/tts2024-02-26--11-43-32/stockholm syndrome.wav,0
67,34,chester drawers,chester drollers,generated_audio/tts2024-02-26--11-43-32/chester drawers.wav,3
68,34,chest of drawers,chest of droist rose,generated_audio/tts2024-02-26--11-43-32/chest of drawers.wav,7
69,35,beckon call,back in call,generated_audio/tts2024-02-26--11-43-32/beckon call.wav,3
70,35,beck and call,back and call,generated_audio/tts2024-02-26--11-43-32/beck and call.wav,1
71,36,fullproof,full prison,generated_audio/tts2024-02-26--11-43-32/fullproof.wav,4
72,36,foolproof,abrazo,generated_audio/tts2024-02-26--11-43-32/foolproof.wav,8
73,37,two peas in a pot,two peas and a pot,generated_audio/tts2024-02-26--11-43-32/two peas in a pot.wav,2
74,37,two peas in a pod,two peas and a pot,generated_audio/tts2024-02-26--11-43-32/two peas in a pod.wav,3
75,38,on the spurt of the moment,on the spur of the moment,generated_audio/tts2024-02-26--11-43-32/on the spurt of the moment.wav,1
76,38,on the spur of the moment,on the spur of the moment,generated_audio/tts2024-02-26--11-43-32/on the spur of the moment.wav,0
77,39,mindbottling,mind bottling,generated_audio/tts2024-02-26--11-43-32/mindbottling.wav,1
78,39,mindboggling,mind bobling,generated_audio/tts2024-02-26--11-43-32/mindboggling.wav,3
79,40,i plead the fifth commandment,i plead the fifth amendment,generated_audio/tts2024-02-26--11-43-32/i plead the fifth commandment.wav,4
80,40,i plead the fifth amendment,i plead the fifth amendment,generated_audio/tts2024-02-26--11-43-32/i plead the fifth amendment.wav,0
1,1,for all intensive purposes,for all intensive purposes,generated_audio/tts2024-02-26--13-33-03/for all intensive purposes.wav,0
2,1,for all intents and purposes,for all intents and purposes,generated_audio/tts2024-02-26--13-33-03/for all intents and purposes.wav,0
3,2,nip it in the butt,neck it in the back,generated_audio/tts2024-02-26--13-33-03/nip it in the butt.wav,6
4,2,nip it in the bud,manit in the bed,generated_audio/tts2024-02-26--13-33-03/nip it in the bud.wav,5
5,3,selfdepreciating,selfdepreciating,generated_audio/tts2024-02-26--13-33-03/selfdepreciating.wav,0
6,3,selfdeprecating,selfdeprecating,generated_audio/tts2024-02-26--13-33-03/selfdeprecating.wav,0
7,4,escape goat,escape,generated_audio/tts2024-02-26--13-33-03/escape goat.wav,5
8,4,scapegoat,scapegooch,generated_audio/tts2024-02-26--13-33-03/scapegoat.wav,3
9,5,mute point,new,generated_audio/tts2024-02-26--13-33-03/mute point.wav,9
10,5,moot point,no point,generated_audio/tts2024-02-26--13-33-03/moot point.wav,3
11,6,oldtimers disease,alzheimers disease,generated_audio/tts2024-02-26--13-33-03/oldtimers disease.wav,4
12,6,alzheimers disease,alzheimers disease,generated_audio/tts2024-02-26--13-33-03/alzheimers disease.wav,0
13,7,doggydog world,dont die world,generated_audio/tts2024-02-26--13-33-03/doggydog world.wav,5
14,7,dogeatdog world,doggie to all her world,generated_audio/tts2024-02-26--13-33-03/dogeatdog world.wav,12
15,8,lack toast and tolerant,like toast and tolerant,generated_audio/tts2024-02-26--13-33-03/lack toast and tolerant.wav,3
16,8,lactose intolerant,lector centaurant,generated_audio/tts2024-02-26--13-33-03/lactose intolerant.wav,8
17,9,bowl in a china shop,well in a china shop,generated_audio/tts2024-02-26--13-33-03/bowl in a china shop.wav,3
18,9,bull in a china shop,low in a china shop,generated_audio/tts2024-02-26--13-33-03/bull in a china shop.wav,4
19,10,deepseeded,its seated,generated_audio/tts2024-02-26--13-33-03/deepseeded.wav,6
20,10,deepseated,each seater soit,generated_audio/tts2024-02-26--13-33-03/deepseated.wav,11
21,11,taken for granite,taken for granted,generated_audio/tts2024-02-26--13-33-03/taken for granite.wav,2
22,11,taken for granted,taken for granted,generated_audio/tts2024-02-26--13-33-03/taken for granted.wav,0
23,12,case and point,case in point,generated_audio/tts2024-02-26--13-33-03/case and point.wav,2
24,12,case in point,case in point,generated_audio/tts2024-02-26--13-33-03/case in point.wav,0
25,13,an escape goat,and escape code,generated_audio/tts2024-02-26--13-33-03/an escape goat.wav,4
26,13,a scapegoat,a scapegoat,generated_audio/tts2024-02-26--13-33-03/a scapegoat.wav,0
27,14,pass mustard,pass mr,generated_audio/tts2024-02-26--13-33-03/pass mustard.wav,5
28,14,pass muster,pass mr,generated_audio/tts2024-02-26--13-33-03/pass muster.wav,4
29,15,on tender hooks,on tender hooks,generated_audio/tts2024-02-26--13-33-03/on tender hooks.wav,0
30,15,on tenterhooks,on tenter hus,generated_audio/tts2024-02-26--13-33-03/on tenterhooks.wav,4
31,16,tongue and cheek,tane and cheek,generated_audio/tts2024-02-26--13-33-03/tongue and cheek.wav,3
32,16,tongue in cheek,to kein cheese,generated_audio/tts2024-02-26--13-33-03/tongue in cheek.wav,6
33,17,card shark,card shark,generated_audio/tts2024-02-26--13-33-03/card shark.wav,0
34,17,card sharp,card shot,generated_audio/tts2024-02-26--13-33-03/card sharp.wav,3
35,18,damp squid,damn squeak,generated_audio/tts2024-02-26--13-33-03/damp squid.wav,4
36,18,damp squib,damn squip,generated_audio/tts2024-02-26--13-33-03/damp squib.wav,2
37,19,curl up in the feeble position,coop in the feeble position,generated_audio/tts2024-02-26--13-33-03/curl up in the feeble position.wav,5
38,19,curl up in the fetal position,call in the fetal position,generated_audio/tts2024-02-26--13-33-03/curl up in the fetal position.wav,5
39,20,a hard road to hoe,a hard road to harm,generated_audio/tts2024-02-26--13-33-03/a hard road to hoe.wav,3
40,20,a hard row to hoe,a hard rail to horn,generated_audio/tts2024-02-26--13-33-03/a hard row to hoe.wav,5
41,21,expatriot,xpatreon,generated_audio/tts2024-02-26--13-33-03/expatriot.wav,3
42,21,expatriate,xpatriate,generated_audio/tts2024-02-26--13-33-03/expatriate.wav,1
43,22,biting my time,fighting my time,generated_audio/tts2024-02-26--13-33-03/biting my time.wav,3
44,22,biding my time,fighting my time man,generated_audio/tts2024-02-26--13-33-03/biding my time.wav,8
45,23,antidotal evidence,and to dull evidence,generated_audio/tts2024-02-26--13-33-03/antidotal evidence.wav,7
46,23,anecdotal evidence,and a total evidence,generated_audio/tts2024-02-26--13-33-03/anecdotal evidence.wav,5
47,24,circussized,circus sizes,generated_audio/tts2024-02-26--13-33-03/circussized.wav,2
48,24,circumcised,so concise,generated_audio/tts2024-02-26--13-33-03/circumcised.wav,6
49,25,hunger pains,on your paintings,generated_audio/tts2024-02-26--13-33-03/hunger pains.wav,10
50,25,hunger pangs,hunger pangs,generated_audio/tts2024-02-26--13-33-03/hunger pangs.wav,0
51,26,flush out the details,close out the dealers,generated_audio/tts2024-02-26--13-33-03/flush out the details.wav,7
52,26,flesh out the details,flesh out the details,generated_audio/tts2024-02-26--13-33-03/flesh out the details.wav,0
53,27,hes a wolf in cheap clothing,has a wolf and cheap clothing,generated_audio/tts2024-02-26--13-33-03/hes a wolf in cheap clothing.wav,3
54,27,hes a wolf in sheeps clothing,as a wolf and sheeps clothing,generated_audio/tts2024-02-26--13-33-03/hes a wolf in sheeps clothing.wav,4
55,28,premadonna,premedying and piling,generated_audio/tts2024-02-26--13-33-03/premadonna.wav,14
56,28,prima donna,let me see,generated_audio/tts2024-02-26--13-33-03/prima donna.wav,10
57,29,social leper,soes leper,generated_audio/tts2024-02-26--13-33-03/social leper.wav,4
58,29,social pariah,social prior,generated_audio/tts2024-02-26--13-33-03/social pariah.wav,3
59,30,give free rein,you free rain,generated_audio/tts2024-02-26--13-33-03/give free rein.wav,5
60,30,give free reign,you free ring,generated_audio/tts2024-02-26--13-33-03/give free reign.wav,7
61,31,make ends meat,make ends meet,generated_audio/tts2024-02-26--13-33-03/make ends meat.wav,1
62,31,make ends meet,make ends meet,generated_audio/tts2024-02-26--13-33-03/make ends meet.wav,0
63,32,right from the gecko,right from the gacker,generated_audio/tts2024-02-26--13-33-03/right from the gecko.wav,3
64,32,right from the getgo,right from the get go,generated_audio/tts2024-02-26--13-33-03/right from the getgo.wav,1
65,33,stock home syndrome,stockholm syndrome,generated_audio/tts2024-02-26--13-33-03/stock home syndrome.wav,3
66,33,stockholm syndrome,stockholm syndrome,generated_audio/tts2024-02-26--13-33-03/stockholm syndrome.wav,0
67,34,chester drawers,chester drawers,generated_audio/tts2024-02-26--13-33-03/chester drawers.wav,0
68,34,chest of drawers,chest of drawers,generated_audio/tts2024-02-26--13-33-03/chest of drawers.wav,0
69,35,beckon call,back in call,generated_audio/tts2024-02-26--13-33-03/beckon call.wav,3
70,35,beck and call,back and cool,generated_audio/tts2024-02-26--13-33-03/beck and call.wav,3
71,36,fullproof,so cringe,generated_audio/tts2024-02-26--13-33-03/fullproof.wav,9
72,36,foolproof,full proof,generated_audio/tts2024-02-26--13-33-03/foolproof.wav,3
73,37,two peas in a pot,two peas in a pot,generated_audio/tts2024-02-26--13-33-03/two peas in a pot.wav,0
74,37,two peas in a pod,two peas in a pop,generated_audio/tts2024-02-26--13-33-03/two peas in a pod.wav,1
75,38,on the spurt of the moment,on the spur of the moment,generated_audio/tts2024-02-26--13-33-03/on the spurt of the moment.wav,1
76,38,on the spur of the moment,on the spur of the moment,generated_audio/tts2024-02-26--13-33-03/on the spur of the moment.wav,0
77,39,mindbottling,my bottling,generated_audio/tts2024-02-26--13-33-03/mindbottling.wav,3
78,39,mindboggling,mind doubly,generated_audio/tts2024-02-26--13-33-03/mindboggling.wav,7
79,40,i plead the fifth commandment,ill plea the fifth commandment,generated_audio/tts2024-02-26--13-33-03/i plead the fifth commandment.wav,3
80,40,i plead the fifth amendment,i plead the fifth amendment,generated_audio/tts2024-02-26--13-33-03/i plead the fifth amendment.wav,0
