31,31-301-euc_distance-2024-03-02--15-25-46.wav,
6,6-251-euc_distance-2024-03-02--15-25-46.wav, Thank you.
10,10-179-euc_distance-2024-03-02--15-25-46.wav, Lip
10,10-99-euc_distance-2024-03-02--15-25-46.wav, I love it!
13,13-265-euc_distance-2024-03-02--15-25-46.wav, I- I-
38,38-315-euc_distance-2024-03-02--15-25-46.wav, Bye-bye.
31,31-301-euc_distance-2024-03-02--15-25-46.wav,
6,6-251-euc_distance-2024-03-02--15-25-46.wav, Thank you.
10,10-179-euc_distance-2024-03-02--15-25-46.wav, So selat
10,10-99-euc_distance-2024-03-02--15-25-46.wav, annoying content.
13,13-265-euc_distance-2024-03-02--15-25-46.wav, THANKS FOR WATCHING!
38,38-315-euc_distance-2024-03-02--15-25-46.wav, Bye-bye.
17,17-273-euc_distance-2024-03-02--15-25-46.wav, FUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUU
38,38-235-euc_distance-2024-03-02--15-25-46.wav,
33,33-65-euc_distance-2024-03-02--15-25-46.wav, Like this video?
21,21-41-euc_distance-2024-03-02--15-25-46.wav,はい.
27,27-213-euc_distance-2024-03-02--15-25-46.wav, Bye bye.
38,38-75-euc_distance-2024-03-02--15-25-46.wav, I'm gonna be the one who's gonna be the one who's gonna be the one who's gonna be the one who's gonna be the one who's gonna be the one who's gonna be the one who's gonna be the one who's gonna be the one who's gonna be the one who's gonna be the one who's gonna be the one who's gonna be the one who's gonna be the one who's gonna be the one who's gonna be the one who's gonna be the one who's gonna be the one who's gonna be the one who's gonna be the one who's gonna be the one who's gonna be the one who's gonna be the one who's gonna be the one who's gonna be the one who's gonna be the one who's gonna be the one who's gonna be the one who's gonna be the one who's gonna be the one who's gonna be the one who's gonna be the one who's gonna be the one who's gonna be the one who's gonna be the one who's gonna be the one who's gonna be the one who
9,9-337-euc_distance-2024-03-02--15-25-46.wav, but better
18,18-275-euc_distance-2024-03-02--15-25-46.wav,
9,9-17-euc_distance-2024-03-02--15-25-46.wav, The Devil soon!
21,21-281-euc_distance-2024-03-02--15-25-46.wav, That's right.
1,1-81-euc_distance-2024-03-02--15-25-46.wav,
37,37-73-euc_distance-2024-03-02--15-25-46.wav,
35,35-149-euc_distance-2024-03-02--15-25-46.wav, Or another? gì tr отлич AAAA you your 23
8,8-335-euc_distance-2024-03-02--15-25-46.wav, Ow!
18,18-195-euc_distance-2024-03-02--15-25-46.wav,
7,7-253-euc_distance-2024-03-02--15-25-46.wav,
14,14-27-euc_distance-2024-03-02--15-25-46.wav,
8,8-95-euc_distance-2024-03-02--15-25-46.wav,
25,25-49-euc_distance-2024-03-02--15-25-46.wav, Yeah!
20,20-279-euc_distance-2024-03-02--15-25-46.wav, what game do you want this
30,30-139-euc_distance-2024-03-02--15-25-46.wav,
11,11-261-euc_distance-2024-03-02--15-25-46.wav, Alright.
3,3-5-euc_distance-2024-03-02--15-25-46.wav,
10,10-259-euc_distance-2024-03-02--15-25-46.wav, ...to the end.
1,1-1-euc_distance-2024-03-02--15-25-46.wav,
32,32-143-euc_distance-2024-03-02--15-25-46.wav, That Bank is written
10,10-339-euc_distance-2024-03-02--15-25-46.wav, that...
40,40-319-euc_distance-2024-03-02--15-25-46.wav, Bye bye.
20,20-119-euc_distance-2024-03-02--15-25-46.wav,說 Okay
16,16-191-euc_distance-2024-03-02--15-25-46.wav,
8,8-15-euc_distance-2024-03-02--15-25-46.wav,
11,11-21-euc_distance-2024-03-02--15-25-46.wav,
31,31-221-euc_distance-2024-03-02--15-25-46.wav, ths
40,40-239-euc_distance-2024-03-02--15-25-46.wav,
7,7-173-euc_distance-2024-03-02--15-25-46.wav,
2,2-323-euc_distance-2024-03-02--15-25-46.wav, B-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b-b
29,29-57-euc_distance-2024-03-02--15-25-46.wav, ol south
16,16-31-euc_distance-2024-03-02--15-25-46.wav,
2,2-3-euc_distance-2024-03-02--15-25-46.wav,
16,16-271-euc_distance-2024-03-02--15-25-46.wav, ۔
36,36-231-euc_distance-2024-03-02--15-25-46.wav, The After Effects
26,26-131-euc_distance-2024-03-02--15-25-46.wav, Po2
22,22-283-euc_distance-2024-03-02--15-25-46.wav, Thanks for watching!
39,39-77-euc_distance-2024-03-02--15-25-46.wav,
17,17-113-euc_distance-2024-03-02--15-25-46.wav,
4,4-87-euc_distance-2024-03-02--15-25-46.wav, Got it!
17,17-33-euc_distance-2024-03-02--15-25-46.wav,
15,15-109-euc_distance-2024-03-02--15-25-46.wav, Bye-bye!
10,10-19-euc_distance-2024-03-02--15-25-46.wav, GG
13,13-185-euc_distance-2024-03-02--15-25-46.wav,
16,16-111-euc_distance-2024-03-02--15-25-46.wav,
29,29-137-euc_distance-2024-03-02--15-25-46.wav,
1,1-321-euc_distance-2024-03-02--15-25-46.wav,
40,40-159-euc_distance-2024-03-02--15-25-46.wav, BAr chat!
16,16-351-euc_distance-2024-03-02--15-25-46.wav,
4,4-247-euc_distance-2024-03-02--15-25-46.wav, Bye.
12,12-103-euc_distance-2024-03-02--15-25-46.wav,
15,15-29-euc_distance-2024-03-02--15-25-46.wav, Yeah!
34,34-227-euc_distance-2024-03-02--15-25-46.wav, So there we go.
30,30-299-euc_distance-2024-03-02--15-25-46.wav,
39,39-237-euc_distance-2024-03-02--15-25-46.wav,
37,37-313-euc_distance-2024-03-02--15-25-46.wav,
3,3-165-euc_distance-2024-03-02--15-25-46.wav, wait...
35,35-309-euc_distance-2024-03-02--15-25-46.wav,
32,32-223-euc_distance-2024-03-02--15-25-46.wav, So
36,36-151-euc_distance-2024-03-02--15-25-46.wav, Oh
29,29-297-euc_distance-2024-03-02--15-25-46.wav,
23,23-45-euc_distance-2024-03-02--15-25-46.wav,
34,34-147-euc_distance-2024-03-02--15-25-46.wav, Photographer
20,20-39-euc_distance-2024-03-02--15-25-46.wav, That's right.
5,5-249-euc_distance-2024-03-02--15-25-46.wav, Ayy.....
11,11-181-euc_distance-2024-03-02--15-25-46.wav, one
27,27-53-euc_distance-2024-03-02--15-25-46.wav, Bye!
5,5-89-euc_distance-2024-03-02--15-25-46.wav, hair!
12,12-23-euc_distance-2024-03-02--15-25-46.wav, Alright.
9,9-97-euc_distance-2024-03-02--15-25-46.wav,
32,32-63-euc_distance-2024-03-02--15-25-46.wav, furnace
19,19-197-euc_distance-2024-03-02--15-25-46.wav, ...les haanciado.
17,17-193-euc_distance-2024-03-02--15-25-46.wav,
15,15-269-euc_distance-2024-03-02--15-25-46.wav, done bout bout bout bout bout.
6,6-171-euc_distance-2024-03-02--15-25-46.wav, Thanks for watching!
9,9-257-euc_distance-2024-03-02--15-25-46.wav,
30,30-219-euc_distance-2024-03-02--15-25-46.wav, Bye bye.
14,14-267-euc_distance-2024-03-02--15-25-46.wav, Thanks.
27,27-133-euc_distance-2024-03-02--15-25-46.wav, Bye!
39,39-157-euc_distance-2024-03-02--15-25-46.wav,
40,40-79-euc_distance-2024-03-02--15-25-46.wav,
23,23-205-euc_distance-2024-03-02--15-25-46.wav,
31,31-141-euc_distance-2024-03-02--15-25-46.wav, Not hesitation is.
37,37-233-euc_distance-2024-03-02--15-25-46.wav,
4,4-167-euc_distance-2024-03-02--15-25-46.wav, Bye-bye.
5,5-9-euc_distance-2024-03-02--15-25-46.wav,
2,2-163-euc_distance-2024-03-02--15-25-46.wav, Share the chat.
26,26-51-euc_distance-2024-03-02--15-25-46.wav, Thanks for watching!
21,21-201-euc_distance-2024-03-02--15-25-46.wav," Alright, for that,"
28,28-55-euc_distance-2024-03-02--15-25-46.wav,
13,13-105-euc_distance-2024-03-02--15-25-46.wav, It free your youtube counsel you!
21,21-121-euc_distance-2024-03-02--15-25-46.wav, That's right.
18,18-115-euc_distance-2024-03-02--15-25-46.wav,
11,11-341-euc_distance-2024-03-02--15-25-46.wav, wack Fuckён
39,39-317-euc_distance-2024-03-02--15-25-46.wav,
3,3-245-euc_distance-2024-03-02--15-25-46.wav, M można?
26,26-211-euc_distance-2024-03-02--15-25-46.wav, Thanks for watching.
24,24-287-euc_distance-2024-03-02--15-25-46.wav, you
6,6-331-euc_distance-2024-03-02--15-25-46.wav, Subscribe far!
3,3-325-euc_distance-2024-03-02--15-25-46.wav, forests...
23,23-125-euc_distance-2024-03-02--15-25-46.wav,
4,4-7-euc_distance-2024-03-02--15-25-46.wav,
23,23-285-euc_distance-2024-03-02--15-25-46.wav,
32,32-303-euc_distance-2024-03-02--15-25-46.wav,
33,33-305-euc_distance-2024-03-02--15-25-46.wav,
9,9-177-euc_distance-2024-03-02--15-25-46.wav, Thanks for watching!
6,6-91-euc_distance-2024-03-02--15-25-46.wav, Thanks a lot.
19,19-277-euc_distance-2024-03-02--15-25-46.wav, That's it.
38,38-155-euc_distance-2024-03-02--15-25-46.wav, Thanks for stopping with the tape and subscribe for more awesome techniques.
13,13-345-euc_distance-2024-03-02--15-25-46.wav, B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B
15,15-189-euc_distance-2024-03-02--15-25-46.wav,
14,14-187-euc_distance-2024-03-02--15-25-46.wav,
2,2-243-euc_distance-2024-03-02--15-25-46.wav, Good never-isure right? Cease
8,8-175-euc_distance-2024-03-02--15-25-46.wav, See you next time!
35,35-69-euc_distance-2024-03-02--15-25-46.wav, Ah!
25,25-289-euc_distance-2024-03-02--15-25-46.wav,
25,25-129-euc_distance-2024-03-02--15-25-46.wav,
27,27-293-euc_distance-2024-03-02--15-25-46.wav, Okay.
33,33-225-euc_distance-2024-03-02--15-25-46.wav, TAK'-OW-TERETBoy.
28,28-295-euc_distance-2024-03-02--15-25-46.wav,
22,22-43-euc_distance-2024-03-02--15-25-46.wav, Thanks for watching!
36,36-311-euc_distance-2024-03-02--15-25-46.wav,
34,34-307-euc_distance-2024-03-02--15-25-46.wav, Thanks for watching!
8,8-255-euc_distance-2024-03-02--15-25-46.wav, Alright.
15,15-349-euc_distance-2024-03-02--15-25-46.wav,
24,24-47-euc_distance-2024-03-02--15-25-46.wav, Thanks for watching!
1,1-161-euc_distance-2024-03-02--15-25-46.wav,
28,28-135-euc_distance-2024-03-02--15-25-46.wav,
12,12-183-euc_distance-2024-03-02--15-25-46.wav," Bye, bye."
12,12-263-euc_distance-2024-03-02--15-25-46.wav,
14,14-347-euc_distance-2024-03-02--15-25-46.wav, Lockbar.
33,33-145-euc_distance-2024-03-02--15-25-46.wav, someone
26,26-291-euc_distance-2024-03-02--15-25-46.wav,
31,31-61-euc_distance-2024-03-02--15-25-46.wav, выпуск!
30,30-59-euc_distance-2024-03-02--15-25-46.wav, and incorrect.
7,7-13-euc_distance-2024-03-02--15-25-46.wav, THEir
34,34-67-euc_distance-2024-03-02--15-25-46.wav, Aah!
29,29-217-euc_distance-2024-03-02--15-25-46.wav, ===
22,22-203-euc_distance-2024-03-02--15-25-46.wav,
24,24-127-euc_distance-2024-03-02--15-25-46.wav,
7,7-93-euc_distance-2024-03-02--15-25-46.wav,
11,11-101-euc_distance-2024-03-02--15-25-46.wav,
19,19-37-euc_distance-2024-03-02--15-25-46.wav, Thank you.
1,1-241-euc_distance-2024-03-02--15-25-46.wav, 不要 Affirmation
5,5-169-euc_distance-2024-03-02--15-25-46.wav, Alright.
5,5-329-euc_distance-2024-03-02--15-25-46.wav, to the complete truth.
18,18-35-euc_distance-2024-03-02--15-25-46.wav,
35,35-229-euc_distance-2024-03-02--15-25-46.wav, ta-anta
3,3-85-euc_distance-2024-03-02--15-25-46.wav, this year niveau
19,19-117-euc_distance-2024-03-02--15-25-46.wav, zzz
24,24-207-euc_distance-2024-03-02--15-25-46.wav,
20,20-199-euc_distance-2024-03-02--15-25-46.wav,
22,22-123-euc_distance-2024-03-02--15-25-46.wav,
7,7-333-euc_distance-2024-03-02--15-25-46.wav,
13,13-25-euc_distance-2024-03-02--15-25-46.wav,
14,14-107-euc_distance-2024-03-02--15-25-46.wav,
37,37-153-euc_distance-2024-03-02--15-25-46.wav, ha ha
36,36-71-euc_distance-2024-03-02--15-25-46.wav,
4,4-327-euc_distance-2024-03-02--15-25-46.wav, gentlemen
28,28-215-euc_distance-2024-03-02--15-25-46.wav, Right alright.
12,12-343-euc_distance-2024-03-02--15-25-46.wav,
25,25-209-euc_distance-2024-03-02--15-25-46.wav,
2,2-83-euc_distance-2024-03-02--15-25-46.wav,
6,6-11-euc_distance-2024-03-02--15-25-46.wav, Thanks for watching!
